"molecule_SMILES","UniProt_ID","affinity_score"
"CC(C1=CC(=CC=C1)OC)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3","P36888",65.2
"CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=CC=C2S(=O)(=O)N)N)C#N","P06241",68.9
"CN(C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=C(C=C3)C#N)CCC(=O)N)C(=O)C4CCCCC4","P06493",62.7
"C1=CC=C2C(=C1)C(=CN2)C[C@@H](COC3=CN=C(C(=C3)C4=CC5=C(C=C4)C=NC=C5)Cl)N","P06493",68.7
"C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br","P17612",80.1
"C1=CN2C=C(N=C2N=C1)C3=CC4=C(C=C3)NN=C4","Q13464",68.3
"CC1=C(C=CC(=C1)NC(=O)C2=CC(=CC=C2)C(F)(F)F)OC3=C(C=CC=N3)C4=NC(=NC=C4)NC","P07333",67.1
"C1=CC2=C(C(=C1)O)NC3=C4C(=C5C(=C23)C(=O)N(C5=O)NC(CO)CO)C6=C(N4C7C(C(C(C(O7)CO)O)O)O)C=C(C=C6)O","O94806",54
"C1=CC=C(C=C1)CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4NC(=O)C5=CC(=CC=C5)F","Q13131",74.5
"COC1=CC=CC(=C1)C(=O)NC2=NNC3=C2C=C(C=C3)C4=CN(N=N4)CC5=CC=CC=C5","P52333",64
"C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=NC=NC(=C34)N","P28482",62.7
"CN(CC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C(=CC=C3)Cl)F)OC)[C@@H](CO)C(=O)N","P28482",62.1
"COC1=CC(=CC(=C1OC)OC)C2=CC3=C(C=C2)NC4=C(C=CC(=C4)C5=CC=CC=C5NS(=O)(=O)C)C(=O)N3","Q00535",63.4
"CC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)C(C)C(=O)NC)N","P49760",62.7
"C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F","P08069",67.7
"C1=CC(=CC(=C1)Br)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4)N","P12931",66.5
"CN1CCN(CC1)CCCNC2=CC=CC(=N2)C3=NC4=C(C=CC=C4N3)C(=O)N","Q05513",62.7
"CS(=O)(=O)NCCOC1=CN=CC(=C1)C2=CC3=C(C=C2)C=NC=C3","Q7L7X3",62.1
"CC1=CC(=C(C=C1)CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4)C","Q13464",73.9
"CN1C2=C(C(=CN=C2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)C(=N1)N","P51812",73.9
"CCCCN1C2=C(C=C(C=C2)N(C)C(=O)C3CCCCC3)N=C1NC(=O)C4=CC=CC(=C4)C#N","O96013",66.5
"C1CN(CCC1C2=C(C(=NN2)C3=C(C=C(C=C3)Cl)F)C4=NC=NC=C4)C(=O)CO","P51812",62.7
"CNC(=O)C1=NN(C2=C1CCC3=CN=C(N=C32)NC4CCN(CC4)C(=O)C5CCN(CC5)S(=O)(=O)C)C","Q00535",82.1
"C1=CC=C2C(=C1)N=C3N2C(=NC=N3)N","P49840",56.5
"CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=C(C=C2)S(=O)(=O)C)N)C#N","P49840",63.4
"COC1=C(C=CC(=C1)C=C2C(=O)NC(=O)S2)O","P17948",70.8
"CC1=CC2=C(C=C1)N(CCC2)C3=NC(=NC=N3)NC4=CC(=C(C(=C4)OC)OC)OC","P00519",66.5
"C[C@H](CN)N1C2=C(C(=N1)C3=CC(=C(C=C3)F)O)C(=NC=N2)N","P00519",72.7
"CC(C1=C(C=CC(=C1Cl)F)Cl)OC2=C(N=CC(=C2)C3=CN(N=C3)C4CCNCC4)N","O14965",71.4
"C1CCC(CC1)NC2=CC(=NC(=N2)C3=CNC4=C3C=CC=N4)Cl","P12931",66.5
"C1=CC2=C(C=CC(=C2)NC(=O)NC3=NC=C(N=C3)C#N)C=C1C(=O)O","P51955",62.1
"C1=CC(=CC(=C1)Cl)C2=CN3C(=C(C=NC3=O)I)N2","P24941",62.7
"C1=CC(=CC(=C1)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4)N","P45983",65.2
"C1=CC(=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=NNC(=O)C=C3)C(F)(F)F","Q12851",65.8
"C1=CC=C(C(=C1)C(F)(F)F)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4)N","P52333",67.1
"C1=CC(=C2C(=C1)NN=C2N)C3=CC=C(C=C3)NC(=O)NC4=C(C=CC(=C4)C(=O)O)F","O96013",64
"CC(C)CN1C2=C(C=CC(=C2)C3=C(N=C4N3C=CS4)C5=CC=C(C=C5)F)N=C1N","Q96GD4",63.4
"C[C@]12[C@H]([C@H](C[C@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)CCC(=O)O)OC","P17612",69.3
"C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br","O14965",63.4
"C[C@]1([C@@H]([C@H](C2=C([C@H]1O)C(=O)C3=CC(=CC(=C3C2=O)O)OC)O)O)O","P06213",80.7
"CC1=CN=C(S1)NC2=NC(=NC=C2Br)NC(C)C","P08069",67.1
"C1=CC(=CC=C1NC2=C3C(=CSC3=NC=N2)Cl)O","P45983",65.2
"COC1=CC=CC=C1C2=NC(=NC=C2)NC3=CC(=CC=C3)S(=O)(=O)C","P49841",70.8
"CC(C)(C)OC(=O)N1CCC(CC1)N2C3=C(C=N2)C(=NC(=N3)C4=CC=C(C=C4)N)N5CCOCC5","Q96GD4",58
"C1=CC=C(C=C1)CNC(=O)C2=CC=CC(=C2)C3=CN=C4C(=C3)C=CN4","O60674",70.2
"CCN(CC)CCNC(=O)C1=CC(=CC=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NC3=CC=CC4=CC=CC=C43","P49841",67.7
"CNC1=NC=NC2=C1N=C(CCN2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F","O95819",62.1
"CCCCN1C2=C(C=C(C=C2)N(C)C(=O)C3CCCCC3)N=C1NC(=O)C4=CC=C(C=C4)C#N","P41743",64
"COC1=C(C=C(C(=C1)C=O)Cl)NC(=O)NC2=NC=C(N=C2)C#N","P17948",70.8
"C1=CC2=C(C=C1O)C3=C4C(=C5C6=C(C=CC(=C6)O)N(C5=C3N2)C7C(C(C(C(O7)CO)O)O)O)C(=O)N(C4=O)NC(CO)CO","Q05513",54
"CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CC(=C(C=C4)Cl)Cl)N","P24941",78.3
"CC1=C2C=C(C=CC2=NN1)C3=CC(=CN=C3)OCC(CC4=CC(=CC=C4)OC(F)(F)F)N","P17948",70.8
"COC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)CCO)N","O94806",62.1
"C1=CC2=C(C=CN=C2)C(=C1)S(=O)(=O)NCCNCC=CC3=CC=C(C=C3)Br","P17948",70.8
"CN1CCN(CC1)C2=CC(=CC=C2)NC3=NC=CC(=N3)C4=C(N=C5N4C=CC=C5)C(=O)N","O43293",67.7
"CS(=O)(=O)NCCOC1=CN=CC(=C1)C2=CC3=C(C=C2)C=NC=C3","Q96GD4",65.8
"C[C@@H](C1=NC=C(C=C1)F)NC2=NC3=C(C=C2)N=CN3C4=CC(=NN4)OC(C)C","P12931",79.1
"CCOC(=O)CC1=NC2=C3C=C(C=CC3=NC(=O)N2N1)Br","P51812",65.8
"CN1C2=C(C(=CN=C2)C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F)C(=N1)N","P51955",68.3
"C1=CC(=CC=C1C2=C(NC(=N2)C3=CC=C(C=C3)F)C4=CC=NC=C4)F","O96013",64
"CCCS(=O)(=O)NC1=CC=C(C=C1)C2=CC3=C(C=C2)NN=C3NC(=O)CC","P31749",62.7
"C1C2=CC=CC=C2C3=C1SC(=N3)N","O14757",57.8
"COC1=C(C=C2C(=C1)C=NC3=C2C(=O)NC3=O)OC","P04629",65.8
"CC(C)(CC(=O)NCCN1C=CC2=C1C(=NC=N2)NC3=CC(=C(C=C3)OC4=CC=CC(=C4)C(F)(F)F)Cl)O","Q96GD4",66.9
"COC1=CC=CC(=C1)C(=O)NC2=NNC3=C2C=C(C=C3)C4=CN(N=N4)CC5=CC=CC=C5","P49840",82
"CNC(=O)C=CC1=CN=C(C2=C1SC=C2C3=CC4=C(C=C3)OCO4)N","Q13464",62.1
"C1=CC(=CC=C1C2=CC(=CC(=C2O)CNC(=O)C(F)(F)F)NC3=NC=NC(=N3)N)Cl","P06241",68.9
"C1CNC(=O)C2=C1NC(=C2)C3=CC(=NC=C3)C=CC4=CC=CC=C4","P35968",71.4
"C1CN(CCC1O)C2=NC=NC3=C2C(=CN3)C4=CC=CC=C4","Q13627",70.8
"CC1=C(C=C(C=C1)C(=O)NC2CC2)NC3=NC=NN4C3=C(C(=C4)C(=O)C5=CC=CC=C5)C","P08581",59.6
"CCOC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)C)N","P24941",62.7
"C1CCC2=C(C1)N=C(S2)N3C4=C(C=CC(=C4)C#N)N=C3N","Q00535",65.2
"CC1=C(C(=NN1C)C)C2=CC=CC3=C2NC(=C3CCCOC4=CC=CC5=CC=CC=C54)C(=O)O","Q12851",63.4
"CCC(=O)NC1=CC(=C(C=C1)C(=O)N2CCNCC2)O","P45983",69.6
"CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)CC(C)O)N","P49841",64.3
"CC(C)N1C2=C(/C(=C/3\C=CC4=CC(=O)C=CC4=C3)/N1)C(=NC=N2)N","P00533",74.9
"C1=CC(=C(C(=C1C2=CN=CC3=C2C=C(S3)C(=O)N)F)F)Br","P08069",68.3
"CC1=C(SC(=N1)COC2=CC=CC=C2Cl)C3=NC(=NC=C3)N","Q13464",70.8
"C1=CC(=CC(=C1)F)C2=CN=CC3=C2C=C(S3)C(=O)N","P45984",67.1
"CC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=COC4=NC=NC(=C34)N","P00533",66.5
"COC1=CC2=C(CC3=C2NN=C3C4=CN=C(C=C4)C#N)C=C1C#C","O75116",62.7
"C1C2=CC=CC=C2C3=C1SC(=N3)N","Q13627",58.4
"C1=CC=C(C=C1)CN2C=C(N=N2)C3=CC4=C(C=C3)NN=C4N","P11362",65.2
"CC(C(C)(C)C)NC1=C(C(=O)C1=O)NC2=NC(=NC=C2)NC3=CC(=C(C=C3)OC)OC","P08069",68.3
"COC(=O)C1=C(N=C2N1C=CC=C2)N","P48729",63.4
"CCC(=O)NC1=CC(=C(C=C1)C(=O)N2CCNCC2)O","Q13464",68.3
"C1=CC(=CC(=C1)NC(=O)NC2=CC(=CC=C2)F)C3=CC4=C(C=C3)C=NN4","P17948",64.6
"C1=CC(=C(C=C1Cl)Cl)C2=C(C=C(N2)C3=NC(=NC=C3)N)C(=O)N","P45983",70.8
"C1=CC=C2C(=C1)C(=CN2)C=C3C4=CC=CC=C4NC3=O","P49760",64.6
"CCCCCCCCCCCCCCCCCCSCC(C[N+](C)(C)CCCO)OC.[I-]","Q05513",64
"COC(=O)C1=CC=CC=C1C2=CC3=C(C=C2)C(=O)NC4=CC=CC=C4N3","P49840",65.2
"C1=CC2=C(C(=C1)Br)C(=O)N3C4=C(C=C(C=C4)[N+](=O)[O-])C(=O)C3=N2","P06239",65.2
"CC1=C(C=C(C=C1)O)CC[C@H]2[C@@H]3CC[C@@H]([C@]3(CCC2=O)C)[C@H](C)/C=C/CC(C)C","P51955",55.9
"CSC1=CC2=C(C=C1)N=C3C(=C2Cl)CCNC3=O","P28482",62.7
"C1=CC2=NSN=C2C(=C1)NC(=O)NN/C=C/3\C=CC(=O)C=C3O","O14965",67.1
"C1=CC(=CC=C1C2=C(NC(=N2)C3=CC=C(C=C3)F)C4=CC=NC=C4)F","P05129",62.7
"CCCC(=O)NC1=NNC2=C1C=C(C=C2)C3=C(C(=CC=C3)F)F","P06213",64
"CC1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CN(N=C5)C)N","P11362",76.4
"CC1=CC=C(C=C1)C2=CC3=C(C=CC(=C3N2)C(=O)N)NCCN","P17948",65.2
"C1=CC=C2C(=C1)C3=C4C(=C5C6=C(C(=CC=C6)O)N(C5=C3N2)C7C(C(C(C(O7)CO)O)O)O)C(=O)N(C4=O)NC(CO)CO","O94806",54
"CC1=NC=C(C=C1)C2=CN=C(C3=C2SC=C3C4=CC=C(C=C4)NC(=O)NC5=CC(=CC=C5)F)N","P52333",67.1
"C1=CC(=CC(=C1)C(F)(F)F)CNC2=NC=NC(=C2)C3=CNC4=C3C=CC=N4","O95819",77.6
"CC1=C(C=C(C=C1)NC2=NC=C(C(=N2)NC3=CC=C(C=C3)OCC(=O)NC)F)S(=O)(=O)N","Q96GD4",75.2
"[2H]C([2H])(C1=NSC(=C1)NC2=NC(=CN3C2=NC=C3C4=CNN=C4)C)N5CCC(C5)(F)F.Cl","P36888",76.6
"CCN(CC)CC#CC1=CN=C(C2=C1SC=C2C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C)N","P49840",62.7
"CCC1=C(NC2=NC=CN=C12)C3=CC=C(C=C3)C(=O)C","Q00535",72.7
"CC1=CC=CC(=C1)C(=O)NC2=CC=CC(=C2)[C@H](C)NC3=CN=CC(=N3)Cl","P52333",62.1
"CC1=CC=C(C=C1)CNC2=C(C(=O)C2=O)NC3=CC=NC=C3","P36888",65.8
"COC1=CC2=NC=CC(=C2C=C1)NC(=O)NC3=CC=CC(=N3)C(F)(F)F","Q9HAZ1",78.3
"COC1=CC=C(C=C1)N2C=NC3=C2C=C(C=C3)C4=NN=C(O4)SCC5=CC=CC(=C5)C#N","P24941",62.1
"C1=CC(=C2C(=C1Cl)C(=C(S2)C(=O)N)N)Br","O14965",67.1
"C1CCN(C1)CCCCNC(=O)NC2=C(C(=NS2)OCC3=C(C=C(C=C3F)Br)F)C(=O)N","P00533",67.1
"CN1CCN(CC1)C2=CC=C(C=C2)NC3=NC=C4C(=N3)N(C(=N4)NC5=CC=CC=C5)C6CCCC6","P06213",62.1
"CC1=C2C=C(SC2=NN1)C(=O)NCCC3=CC=C(C=C3)Cl","P17612",62.7
"C1=CC2=C(C=C1Cl)N=NC3=NN=NN23","P49841",64.6
"C1=CC(=CC(=C1)O)NC2=C3C(=CSC3=NC=N2)Cl","O96013",64
"CC(=NN=C(N)N)C1=CC(=CC(=C1)NC(=O)NCCCCCCNC(=O)NC2=CC(=CC(=C2)C(=NN=C(N)N)C)C(=NN=C(N)N)C)C(=NN=C(N)N)C","O75116",68.9
"C1=CC(=CC=C1OC2=CN=CC3=C2C=C(S3)C4=NN=C(O4)N)Cl","O14965",67.1
"CC1=CNC2=NC=CC(=C12)OC3=C(C=C(C=C3F)NC4=CC(=NC(=N4)N)Cl)F","P00519",69.6
"C1=CC(=CN=C1)NC(=O)NCCCCCCNC(=O)NC2=CN=CC=C2","P06213",64
"CN(C)C(=O)NC1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CO3)C4=CC=CO4","P05129",62.7
"C[C@]12[C@H]([C@H](C[C@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)OC)OC","P17612",70.3
"COC1=C(C=C(C=C1)C(=O)NC[C@H](CO)O)/C=C/C2=CC=C(C=C2)Cl","P06239",57.8
"C1=CC=C(C(=C1)CNC2=C(C(=O)C2=O)NC3=CC=NC=C3)F","P48729",63.4
"CC1=CC(=NC=C1)NC2=NC(=NC(=C2)C)C3=CC=CC=C3","P36888",65.2
"C1=CC=C(C=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=NC=NC(=C34)N","P17612",62.7
"CC1=NC=CN2C1=NC(=C2C3=NC(=NC=C3)NCC(C)(C)C(=O)O)C4=C(C=C(C=C4)F)F","P12931",66.5
"CC1=C(C=CC(=C1)NC(=O)NC2=CC=C(C=C2)C3=C4C(=C(C=C3)OC)ON=C4N)F","P00533",66.5
"COCCOC1=C(C=C2C(=C1)N=CN=C2NC3=C(C(=C(C=C3)F)Cl)F)NC(=O)[C@@H]4CCCN4C(=O)C=C","P11362",62.1
"CC1=C2C(=NN1)C=CC=C2C3=CC=C(C=C3)NC(=O)NC4=CC=CC(=C4)C(F)(F)F","P00533",66.5
"CCC1=NC(=C(S1)C2=CC(=NC=C2)NC(=O)C3=CC=CC=C3)C4=CC(=CC=C4)C","O94806",70.2
"CC1=C(C2=C(N1C3CC(C3)CN4CCCC4)N=CN=C2N)C5=CC(=CC=C5)OCC6=CC=CC=C6","P41743",64.6
"CN(CC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C(=CC=C3)Cl)F)OC)[C@@H](CO)C(=O)N","P35968",62.1
"C\1C(NN/C1=C/2\C(=C3C=C(C=CC3=NC2=O)Cl)C4=CC=CC=C4)C5=CC=CC=C5","O14965",63.4
"CNC1=NC=CC(=N1)C2=C(N=CC=C2)OC3=CC=C(C=C3)NC4=NN=C(C5=CC=CC=C54)C6=CC=C(C=C6)F","Q00535",59.6
"C1=CC=C(C=C1)CC(CO)NC(=O)C2=CC=C(C=C2)C3=CC=NC=C3","P35968",62.7
"CC1=CC(=CC2=C1C3=CC(=CC(=C3C(=O)O2)O)OC)O","P35968",86.7
"CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O","P45984",64.6
"CC1=CC2=C(C=C1)NC3=CC=CC=C3C(=O)N2","P11309",62.1
"CC(C(C)(C)C)NC1=C(C(=O)C1=O)N(C2=CC=NC=C2)C(=O)C","P07333",65.8
"C[C@]12[C@H]([C@H](C[C@H](O1)N3C4=CC=CC=C4C5=C6[C@@H](NC(=O)C6=C7C8=CC=CC=C8N2C7=C53)O)NC)OC","Q05513",74.6
"CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3CC4CC4)C5=CC=C(C=C5)F)CO","P49760",62.7
"COC1=CC=C(C=C1)C2=C(N=CO2)C(=O)NCC3=CC=NC=C3","P49841",70.8
"C1CN=C(N1)NCCCN2C3=CC=CC=C3C(=C2C4=CC5=CC=CC=C5S4)C6=CC(=O)NC6=O","Q05513",77.8
"C[C@@H](C(=O)N[C@@H](C)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](C)NS(=O)(=O)C1=CC=C(C2=CC=CC=C21)N(C)C","P17612",56.7
"CC1=CC2=C(N1)C=CC(=C2)C3=CSC4=C3C(=NC=C4C5=CC(=CC=C5)S(=O)(=O)C)N","O75116",67.7
"CC1=CN=C(N=C1NC2=CC=C(C=C2)OCC(=O)N)NC3=CC(=CC=C3)S(=O)(=O)N","Q7L7X3",73.3
"C1=CC2=C(C(=O)NN2C=C1)Br","P45983",64
"C1=CC2=C(NC=C2C3=CC(=NC(=C3)Cl)N)N=C1","P36888",72.7
"CNS(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=CC(=C(C(=C3)OC)OC)OC","O96013",85.7
"C1=CC(=CC=C1C2=CSC3=C2C(=NC=C3C4=CN(N=C4)CCO)N)NC(=O)NC5=CC=C(C=C5)OC(F)F","P49841",67.7
"CN(CC1=C(C=C2C(=C1)C(=NC=N2)NC3=C(C(=CC=C3)Cl)F)OC)[C@@H](CO)C(=O)N","P45984",62.1
"CSC1=CC2=C(C=C1)N=C3C(=C2Cl)CCNC3=O","O96013",64
"COC1=C(C=C(C=C1)C=C2C(=O)N=C(S2)NC3=CC=CC=C3)OC","O94806",62.1
"C1=CC=C2C(=C1)C(=CN2)CC(COC3=CN=CC(=C3)C=CC4=CC=NC=C4)O","P45983",65.2
"CC(C)C1=C2C(=NC=NN2C=C1NC(=O)OCC3CCCO3)NC4=C(C=C(C(=C4)C(=O)NOC)F)F","P24941",57.8
"C1=CC(=CC=C1C(=O)NC2=C(SC3=C2C(=C(C=C3)Cl)Cl)C(=O)N)Cl","P52333",67.1
"COC1=C(C=CC(=C1)C2=CC3=C(C=C2)C(=O)NC4=C(N3)C=CC(=C4)CCOC5=CC=C(C=C5)N6CCOCC6)OCC(CO)O","P12931",64
"CCOC1=C(C(=CC(=N1)C(=O)NCC2=CC=NC=C2)N)C#N","P36888",65.8
"C1=CC2=C(C=C1O)NC3=C4C(=C5C(=C23)C(=O)N(C5=O)NC(CO)CO)C6=C(N4[C@@H]7[C@@H]([C@@H]([C@@H]([C@H](O7)CO)O)O)O)C=C(C=C6)O","P41743",56.8
"C1=CC(=C(C(=C1C2=CN=CC3=C2C=C(S3)C(=O)N)F)F)Br","P49841",82
"COC1=CC(=CC(=C1OC)OC)NC2=NC=CC(=N2)NC3=CC(=NO3)C4CCCCC4","Q00535",62.1
"C1CN(CCC1C2=C(C(=NN2)C3=C(C=C(C=C3)Cl)F)C4=NC=NC=C4)C(=O)CO","O96013",64
"C1=CC(=CC(=C1)S(=O)(=O)N)NC2=NC=C(C(=N2)NC3=CC=C(C=C3)OCC#N)Br","O75116",72.7
"CC1=C(C=CC(=C1)NC(=O)CC2=CC=C(C=C2)C3=C4C(=CC=C3)NN=C4N)F","P51955",62.1
"C1=CC=C(C=C1)CNC2=C(C=CC(=C2)C3=CC=NC=C3)C#N","P06239",63.4
"C1=C2C3=C(C(=C1O)O)OC(=O)C4=CC(=C(C(=C43)OC2=O)O)O","P35968",69
"CN1C2=C(C=C(C=C2)N)C(C3=C1C=CC(=C3)N)C4=CC=CC=C4","P51812",68.3
"CC1=CC(=C(C2=C1C3=CC(=CC(=C3C(=O)O2)O)OC)O)O","P12931",86
"CN1C=C(C(=N1)C2=CC=C(C=C2)F)C3=NC=NC=C3","P11309",62.1
"C1CC2=C(C(=O)C1)C(=O)C3=C(O2)C=C(C=C3)C(F)(F)F","P35968",62.7
"C1=CC2=NSN=C2C(=C1)NC(=O)NN/C=C/3\C=CC(=O)C=C3O","P05129",64
"CCOC1=C(C(=CC(=N1)NC(=O)CC2=CC(=C(C=C2OC)S(=O)(=O)C)OC)N)Cl","P11362",64.1
"CC(C)COC(=O)NC1=CC=C(C=C1)C2=C(N3C(=C(C=N3)C4=CC=C(C=C4)N5CCN(CC5)C)N=C2)N","P00519",77
"CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3)C4=CC=C(C=C4)F)CN(C)C","O14965",67.1
"C1=CC2=C(C=C1C#N)N(C(=N2)N)C3=NC=CS3","Q00535",65.8
"CC(C)(C)C1=CC(=C(S1)NC(=O)NC2=C(C(=CC=C2)Cl)Cl)C(=O)N3CCC(=O)N(CC3)CCN(C)C","Q05655",61
"C1CN(CCC1O)C2=NC=NC3=C2C(=CN3)C4=CC=CC=C4","P35968",68.3
"CC(C)C1=C2N=C(C=C(N2N=C1)NCC3=CC=CC=C3)N[C@@H](CO)[C@@H](CO)O","Q13627",66.3
"COC1=C(C=C(C=C1)C2=C(C(=CN=C2)C#N)NC3=CC4=C(C=C3)NC=C4)OC","Q05655",71.3
"C1=CN=CC=C1C=CC2=CC(=CN=C2)OCCN","Q00535",62.1
"C1=CN=CC2=C1C=C(S2)C(=O)N","P07333",55.9
"C1CCOC2=C(C=C(C(=C2)CCCO)Cl)NC(=O)NC3=CN=C(C(=N3)OCC1)C#N","P00533",64.3
"CC1=CC(=CC=C1)NC2=NC(=CN=C2C(=O)N)NC3CCCCC3N","Q12851",78.9
"CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CN=C3CC4CC4)C5=CC=C(C=C5)F)CO","P06213",64
"C1=CC(=CC=C1NC2=NC=C(O2)C3=CNC(=O)C=C3)S(=O)(=O)N","P36888",74
"C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O","P49840",67.7
"CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N","Q05655",63.4
"CN(C)C1=C(C=C(C=C1)C2=C(N3C=CSC3=N2)C4=NC(=NC=C4)NC5=CC=CC(=C5)N6CCOCC6)NC(=O)CC7=CC=CC=C7","Q13464",64.6
"C1=C(C=C(C(=C1O)O)O)C(=O)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)OC(=O)C3=CC(=C(C(=C3)O)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O)OC(=O)C5=CC(=C(C(=C5)O)O)O)O","P41743",60.2
"CCC1=CC=C(C=C1)C2=CC3=C(C=C2)N(S(=O)(=O)C4=C3NN=C4)C","Q12851",65.4
"C1CNC2=C(C1=O)SC=C2C(=O)N","P07333",57.1
"CN(C1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=C(C=C3)C#N)CCC(=O)N)C(=O)C4CCCCC4","O14757",62.7
"C1=CC=C(C(=C1)C(=O)O)NC2=NC(=NC=C2)NC3=CC(=CC=C3)O","Q13464",64.6
"CC1=C(C=CC(=C1)C(=O)NC(C)C2=CC(=CC=C2)OC)C3=CC=NC=C3","Q12851",63.4
"C1=CC(=CN=C1)NC(=O)NCCCCCCNC(=O)NC2=CN=CC=C2","P51955",62.1
"C1=CC2=C(C=C1Cl)N=NC3=NN=NN23","O14757",70.8
"CC(C)CCOC1=C2C=NNC2=NC=C1C(=O)C3=CC=CC=C3","P17612",57.8
"CC1=C2C(C3=C(CC(CC3=O)(C)C)N=C2NN1)C4=CC=CC=C4F","P45983",65.2
"C1CNC(=O)C2=C(N1)C(=CS2)C(=O)O","P45983",56.5
"CCCCN1C2=C(C=C(C=C2)N(C)C(=O)C3CCCCC3)N=C1NC(=O)C4=CC=CC(=C4)C#N","Q12851",66.5
"COC1=CC(=CC(=C1OC)OC)C2=C(CNC2=O)C3=CNC4=CC=CC=C43","Q96GD4",58
"C1=CC(=CN=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=C(C=C3)SC(F)F","Q16620",72
"CC1=C(C=C(C=C1)CNC2=C(C(=O)C2=O)NC3=CC=NC=C3)C","P07333",65.8
"CN1CCN(CC1)C2CCC(CC2)N3C=C(C4=C3N=CN=C4N)C5=CC=C(C=C5)OC6=CC=CC=C6","O14757",62.7
"COC1=C(C=C2C(=C1)CC3=C2NN=C3NC4=CC(=CC=C4)F)OC","P17948",65.3
"CC(C)CC1=C2C=CNC2=NC(=N1)NC3=CC(=C(C=C3)N4CCOCC4)Cl","P49841",64.6
"CC1=CC=C(C=C1)C(=O)NC2=C(SC3=C2C(=C(C=C3)Cl)Cl)C(=O)N","P48729",63.4
"COC1=CC=CC(=C1)C=C2C(=O)N=C(S2)NC3=CC=CC=C3","Q00535",62.1
"CC(C)OC1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=NC=NC4=CC(=C(C=C43)OC)OCCCN5CCOCC5","P00533",59.1
"C1=CC2=C(C=CC(=C2)NC(=O)NC3=NC=C(N=C3)C#N)C=C1C(=O)O","Q7L7X3",62.1
